HourUTC,HourDK,MunicipalityNo,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,timestamp,date,hour,year,month,day
2025-11-01T00:00:00,2025-11-01T01:00:00,330,0.0,8.36136,,3.098162,3.640647,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,707,0.0,,291.604579,6.157269,0.00112,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,376,0.0,,25.958358,5.236906,17.78958,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,779,0.0,,12.0302,29.028697,0.758406,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,167,0.0,7.1256,,0.646691,191.25801,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,665,0.0,24.860697,176.742,82.507429,1.104,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,727,0.0,2.1533,,5.321455,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,813,0.0,5.76,,9.416801,2.304548,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,760,0.0,,165.0,190.783227,4.26324,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,741,0.0,9.756707,,2.686886,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,360,0.0,,61.8817,60.466285,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,561,0.0,102.779101,482.070064,24.595901,20.144515,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,259,0.0,,244.7531,0.082619,0.144618,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,101,0.0,9.4592,,2.890035,157.469584,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,563,0.0,,,0.3656,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,410,0.0,,,1.675208,0.020765,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,766,0.0,,,1.909438,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,482,0.0,,,5.71692,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,550,0.0,,,23.546445,0.540345,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,740,0.0,,,7.816684,0.186906,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,320,0.0,,,3.160398,4.005406,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,510,0.0,,,4.104746,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,630,0.0,,,9.354445,1.197917,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,219,0.0,,,0.225518,3.61894,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,851,0.0,,,28.303139,5.77361,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,270,0.0,,,0.067053,4.15704,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,230,0.0,,,0.0,0.0118,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,350,0.0,,,0.513592,0.00992,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,657,0.0,,,27.61837,0.3222,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,185,0.0,,,0.0,,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,621,0.0,,,3.031426,0.337228,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,336,0.0,,,1.423887,0.0023,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,159,0.0,,,0.0,0.0,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
2025-11-01T00:00:00,2025-11-01T01:00:00,260,0.0,,,0.621768,0.00029,2025-11-01 00:00:00,2025-11-01,0,2025,11,1
